,budget,created_at,hourly_rate,id,is_active,is_project_manager,updated_at,project.code,project.id,project.name,task.id,task.name
28,,2019-03-08T16:59:58Z,,220209821,True,,2019-03-08T16:59:58Z,,20431406,Synthetic data,10375717,Marketing
29,,2019-03-08T16:59:58Z,,220209820,True,,2019-03-08T16:59:58Z,,20431406,Synthetic data,10375715,Graphic Design
30,,2019-03-08T16:59:58Z,,220209819,True,,2019-03-08T16:59:58Z,,20431406,Synthetic data,10375719,Business Development
31,,2019-03-08T16:57:31Z,,220209265,True,,2019-03-08T16:57:31Z,,20431367,Streaming healthcare analytics,10375718,Project Management
32,,2019-03-08T16:57:31Z,,220209264,True,,2019-03-08T16:57:31Z,,20431367,Streaming healthcare analytics,10375716,Programming
33,,2019-03-08T16:57:31Z,,220209263,True,,2019-03-08T16:57:31Z,,20431367,Streaming healthcare analytics,10375717,Marketing
34,,2019-03-08T16:57:31Z,,220209262,True,,2019-03-08T16:57:31Z,,20431367,Streaming healthcare analytics,10375715,Graphic Design
35,,2019-03-08T16:57:31Z,,220209261,True,,2019-03-08T16:57:31Z,,20431367,Streaming healthcare analytics,10375719,Business Development
36,,2019-03-08T16:49:17Z,,220207833,True,,2019-03-08T16:49:17Z,,20431266,Retinopathy,10375718,Project Management
37,,2019-03-08T16:49:17Z,,220207832,True,,2019-03-08T16:49:17Z,,20431266,Retinopathy,10375716,Programming
38,,2019-03-08T16:49:17Z,,220207831,True,,2019-03-08T16:49:17Z,,20431266,Retinopathy,10375717,Marketing
39,,2019-03-08T16:49:17Z,,220207830,True,,2019-03-08T16:49:17Z,,20431266,Retinopathy,10375715,Graphic Design
40,,2019-03-08T16:49:17Z,,220207829,True,,2019-03-08T16:49:17Z,,20431266,Retinopathy,10375719,Business Development
41,,2019-03-08T16:44:45Z,,220207208,True,,2019-03-08T16:44:45Z,,20431197,NHS Digital (Do Not Attend),10375718,Project Management
42,,2019-03-08T16:44:45Z,,220207207,True,,2019-03-08T16:44:45Z,,20431197,NHS Digital (Do Not Attend),10375716,Programming
43,,2019-03-08T16:44:45Z,,220207206,True,,2019-03-08T16:44:45Z,,20431197,NHS Digital (Do Not Attend),10375717,Marketing
44,,2019-03-08T16:44:45Z,,220207205,True,,2019-03-08T16:44:45Z,,20431197,NHS Digital (Do Not Attend),10375715,Graphic Design
45,,2019-03-08T16:44:45Z,,220207204,True,,2019-03-08T16:44:45Z,,20431197,NHS Digital (Do Not Attend),10375719,Business Development
46,,2019-03-08T16:34:37Z,,220205819,True,,2019-03-08T16:34:37Z,,20431088,Machine learning for cancer,10375718,Project Management
47,,2019-03-08T16:34:37Z,,220205818,True,,2019-03-08T16:34:37Z,,20431088,Machine learning for cancer,10375716,Programming
48,,2019-03-08T16:34:37Z,,220205817,True,,2019-03-08T16:34:37Z,,20431088,Machine learning for cancer,10375717,Marketing
49,,2019-03-08T16:34:37Z,,220205816,True,,2019-03-08T16:34:37Z,,20431088,Machine learning for cancer,10375715,Graphic Design
50,,2019-03-08T16:34:37Z,,220205815,True,,2019-03-08T16:34:37Z,,20431088,Machine learning for cancer,10375719,Business Development
51,,2019-03-08T16:27:00Z,,220204678,True,,2019-03-08T16:27:00Z,,20430963,Micro-location analytics,10375718,Project Management
52,,2019-03-08T16:27:00Z,,220204677,True,,2019-03-08T16:27:00Z,,20430963,Micro-location analytics,10375716,Programming
53,,2019-03-08T16:27:00Z,,220204676,True,,2019-03-08T16:27:00Z,,20430963,Micro-location analytics,10375717,Marketing
54,,2019-03-08T16:27:00Z,,220204675,True,,2019-03-08T16:27:00Z,,20430963,Micro-location analytics,10375715,Graphic Design
55,,2019-03-08T16:27:00Z,,220204674,True,,2019-03-08T16:27:00Z,,20430963,Micro-location analytics,10375719,Business Development
56,,2019-03-08T15:29:22Z,,220195667,True,,2019-03-08T15:29:22Z,,20430001,Longitudinal time series,10375718,Project Management
57,,2019-03-08T15:29:22Z,,220195666,True,,2019-03-08T15:29:22Z,,20430001,Longitudinal time series,10375716,Programming
58,,2019-03-08T15:29:22Z,,220195665,True,,2019-03-08T15:29:22Z,,20430001,Longitudinal time series,10375717,Marketing
59,,2019-03-08T15:29:22Z,,220195664,True,,2019-03-08T15:29:22Z,,20430001,Longitudinal time series,10375715,Graphic Design
60,,2019-03-08T15:29:22Z,,220195663,True,,2019-03-08T15:29:22Z,,20430001,Longitudinal time series,10375719,Business Development
61,,2019-03-08T15:27:38Z,,220195448,True,,2019-03-08T15:27:38Z,,20429979,"Leeds: Lomax, Malleson, Heppenstall",10375718,Project Management
62,,2019-03-08T15:27:38Z,,220195447,True,,2019-03-08T15:27:38Z,,20429979,"Leeds: Lomax, Malleson, Heppenstall",10375716,Programming
63,,2019-03-08T15:27:38Z,,220195446,True,,2019-03-08T15:27:38Z,,20429979,"Leeds: Lomax, Malleson, Heppenstall",10375717,Marketing
64,,2019-03-08T15:27:38Z,,220195445,True,,2019-03-08T15:27:38Z,,20429979,"Leeds: Lomax, Malleson, Heppenstall",10375715,Graphic Design
65,,2019-03-08T15:27:38Z,,220195444,True,,2019-03-08T15:27:38Z,,20429979,"Leeds: Lomax, Malleson, Heppenstall",10375719,Business Development
66,,2019-03-08T14:39:11Z,,220188879,True,,2019-03-08T14:39:11Z,,20429276,Justice,10375718,Project Management
67,,2019-03-08T14:39:11Z,,220188878,True,,2019-03-08T14:39:11Z,,20429276,Justice,10375716,Programming
68,,2019-03-08T14:39:11Z,,220188877,True,,2019-03-08T14:39:11Z,,20429276,Justice,10375717,Marketing
69,,2019-03-08T14:39:11Z,,220188876,True,,2019-03-08T14:39:11Z,,20429276,Justice,10375715,Graphic Design
70,,2019-03-08T14:39:11Z,,220188875,True,,2019-03-08T14:39:11Z,,20429276,Justice,10375719,Business Development
71,,2019-03-08T14:37:19Z,,220188635,True,,2019-03-08T14:37:19Z,,20429253,Interpretable AI for health,10375718,Project Management
72,,2019-03-08T14:37:19Z,,220188634,True,,2019-03-08T14:37:19Z,,20429253,Interpretable AI for health,10375716,Programming
73,,2019-03-08T14:37:19Z,,220188633,True,,2019-03-08T14:37:19Z,,20429253,Interpretable AI for health,10375717,Marketing
74,,2019-03-08T14:37:19Z,,220188632,True,,2019-03-08T14:37:19Z,,20429253,Interpretable AI for health,10375715,Graphic Design
75,,2019-03-08T14:37:19Z,,220188631,True,,2019-03-08T14:37:19Z,,20429253,Interpretable AI for health,10375719,Business Development
76,,2019-03-08T14:31:17Z,,220187844,True,,2019-03-08T14:31:17Z,,20429175,Fusion modelling- IDEA,10375718,Project Management
77,,2019-03-08T14:31:17Z,,220187843,True,,2019-03-08T14:31:17Z,,20429175,Fusion modelling- IDEA,10375716,Programming
78,,2019-03-08T14:31:17Z,,220187842,True,,2019-03-08T14:31:17Z,,20429175,Fusion modelling- IDEA,10375717,Marketing
79,,2019-03-08T14:31:17Z,,220187841,True,,2019-03-08T14:31:17Z,,20429175,Fusion modelling- IDEA,10375715,Graphic Design
80,,2019-03-08T14:31:17Z,,220187840,True,,2019-03-08T14:31:17Z,,20429175,Fusion modelling- IDEA,10375719,Business Development
81,,2019-03-08T14:27:38Z,,220187327,True,,2019-03-08T14:27:38Z,,20429132,Early dementia diagnosis,10375718,Project Management
82,,2019-03-08T14:27:38Z,,220187326,True,,2019-03-08T14:27:38Z,,20429132,Early dementia diagnosis,10375716,Programming
83,,2019-03-08T14:27:38Z,,220187325,True,,2019-03-08T14:27:38Z,,20429132,Early dementia diagnosis,10375717,Marketing
84,,2019-03-08T14:27:38Z,,220187324,True,,2019-03-08T14:27:38Z,,20429132,Early dementia diagnosis,10375715,Graphic Design
85,,2019-03-08T14:27:38Z,,220187323,True,,2019-03-08T14:27:38Z,,20429132,Early dementia diagnosis,10375719,Business Development
86,,2019-03-08T14:25:37Z,,220186581,True,,2019-03-08T14:25:37Z,,20429107,CT dead pixel,10375718,Project Management
87,,2019-03-08T14:25:37Z,,220186580,True,,2019-03-08T14:25:37Z,,20429107,CT dead pixel,10375716,Programming
88,,2019-03-08T14:25:37Z,,220186579,True,,2019-03-08T14:25:37Z,,20429107,CT dead pixel,10375717,Marketing
89,,2019-03-08T14:25:37Z,,220186578,True,,2019-03-08T14:25:37Z,,20429107,CT dead pixel,10375715,Graphic Design
90,,2019-03-08T14:25:37Z,,220186577,True,,2019-03-08T14:25:37Z,,20429107,CT dead pixel,10375719,Business Development
91,,2019-03-08T14:18:43Z,,220185693,True,,2019-03-08T14:18:43Z,,20429023,Biobank algorithm,10375718,Project Management
92,,2019-03-08T14:18:43Z,,220185692,True,,2019-03-08T14:18:43Z,,20429023,Biobank algorithm,10375716,Programming
93,,2019-03-08T14:18:43Z,,220185691,True,,2019-03-08T14:18:43Z,,20429023,Biobank algorithm,10375717,Marketing
94,,2019-03-08T14:18:43Z,,220185690,True,,2019-03-08T14:18:43Z,,20429023,Biobank algorithm,10375715,Graphic Design
95,,2019-03-08T14:18:43Z,,220185689,True,,2019-03-08T14:18:43Z,,20429023,Biobank algorithm,10375719,Business Development
96,,2019-03-08T14:11:55Z,,220185062,True,,2019-03-08T14:11:55Z,,20428941,Auto DL,10375718,Project Management
97,,2019-03-08T14:11:55Z,,220185061,True,,2019-03-08T14:11:55Z,,20428941,Auto DL,10375716,Programming
98,,2019-03-08T14:11:55Z,,220185060,True,,2019-03-08T14:11:55Z,,20428941,Auto DL,10375717,Marketing
99,,2019-03-08T14:11:55Z,,220185059,True,,2019-03-08T14:11:55Z,,20428941,Auto DL,10375715,Graphic Design
100,,2019-03-08T14:11:55Z,,220185058,True,,2019-03-08T14:11:55Z,,20428941,Auto DL,10375719,Business Development
101,,2019-03-08T14:07:05Z,,220184464,True,,2019-03-08T14:07:05Z,,20428882,All in One Cancer imaging optimisation,10375718,Project Management
102,,2019-03-08T14:07:05Z,,220184463,True,,2019-03-08T14:07:05Z,,20428882,All in One Cancer imaging optimisation,10375716,Programming
103,,2019-03-08T14:07:05Z,,220184462,True,,2019-03-08T14:07:05Z,,20428882,All in One Cancer imaging optimisation,10375717,Marketing
104,,2019-03-08T14:07:05Z,,220184461,True,,2019-03-08T14:07:05Z,,20428882,All in One Cancer imaging optimisation,10375715,Graphic Design
105,,2019-03-08T14:07:05Z,,220184460,True,,2019-03-08T14:07:05Z,,20428882,All in One Cancer imaging optimisation,10375719,Business Development
106,,2019-03-08T14:05:47Z,,220184296,True,,2019-03-08T14:05:47Z,,20428867,AI assisted diagnosis of children,10375718,Project Management
107,,2019-03-08T14:05:47Z,,220184295,True,,2019-03-08T14:05:47Z,,20428867,AI assisted diagnosis of children,10375716,Programming
108,,2019-03-08T14:05:46Z,,220184294,True,,2019-03-08T14:05:46Z,,20428867,AI assisted diagnosis of children,10375717,Marketing
109,,2019-03-08T14:05:46Z,,220184293,True,,2019-03-08T14:05:46Z,,20428867,AI assisted diagnosis of children,10375715,Graphic Design
110,,2019-03-08T14:05:46Z,,220184292,True,,2019-03-08T14:05:46Z,,20428867,AI assisted diagnosis of children,10375719,Business Development
111,,2019-03-07T14:39:30Z,,220048571,True,,2019-03-07T14:39:30Z,,20416281,AIDA Wrangling,10375718,Project Management
112,,2019-03-07T14:39:30Z,,220048570,True,,2019-03-07T14:39:30Z,,20416281,AIDA Wrangling,10375716,Programming
113,,2019-03-07T14:39:30Z,,220048569,True,,2019-03-07T14:39:30Z,,20416281,AIDA Wrangling,10375717,Marketing
114,,2019-03-07T14:39:30Z,,220048568,True,,2019-03-07T14:39:30Z,,20416281,AIDA Wrangling,10375715,Graphic Design
115,,2019-03-07T14:39:30Z,,220048567,True,,2019-03-07T14:39:30Z,,20416281,AIDA Wrangling,10375719,Business Development
116,,2019-02-04T09:49:17Z,,216065676,True,,2019-02-04T09:49:17Z,,20024590,Language Models - Leiden,11458389,Research
117,,2019-02-04T09:49:17Z,,216065675,True,,2019-02-04T09:49:17Z,,20024590,Language Models - Leiden,10375718,Project Management
118,,2019-02-04T09:49:17Z,,216065674,True,,2019-02-04T09:49:17Z,,20024590,Language Models - Leiden,10375716,Programming
119,,2019-02-04T09:49:17Z,,216065673,True,,2019-02-04T09:49:17Z,,20024590,Language Models - Leiden,10375717,Marketing
120,,2019-02-04T09:49:17Z,,216065672,True,,2019-02-04T09:49:17Z,,20024590,Language Models - Leiden,10375715,Graphic Design
121,,2019-02-04T09:49:17Z,,216065671,True,,2019-02-04T09:49:17Z,,20024590,Language Models - Leiden,10375719,Business Development
122,,2019-01-30T15:52:16Z,,215484588,True,,2019-01-30T15:52:16Z,,18946219,AIDA-Lloyds,10787736,Imported from spreadsheet
123,,2019-01-30T15:39:26Z,,215481658,True,,2019-01-30T15:39:26Z,,18946172,Coram,10787736,Imported from spreadsheet
124,,2019-01-30T15:39:25Z,,215481654,True,,2019-01-30T15:39:25Z,,19119316,Giving training and talks,10787736,Imported from spreadsheet
125,,2019-01-30T11:47:34Z,,215449992,True,,2019-01-30T11:47:34Z,,19964414,TIL,10787736,Imported from spreadsheet
126,,2019-01-30T11:44:51Z,,215449850,True,,2019-01-30T11:44:51Z,,19964397,Proposals and strategy,10787736,Imported from spreadsheet
127,,2019-01-30T11:43:04Z,,215449790,True,,2019-01-30T11:43:04Z,,19964384,Support,10787736,Imported from spreadsheet
128,,2019-01-30T10:58:48Z,,215446989,True,,2019-01-30T10:58:48Z,,19964019,Leeds TF Projects,10787736,Imported from spreadsheet
129,,2019-01-29T11:47:56Z,,215305184,True,,2019-01-29T11:47:56Z,R-TMF-001,18644680,AI for City Planning,10925236,General
130,,2019-01-28T09:32:53Z,,215115200,True,,2019-01-28T09:32:53Z,,19930508,Clean Air,10375718,Project Management
131,,2019-01-28T09:32:53Z,,215115199,True,,2019-01-28T09:32:53Z,,19930508,Clean Air,10375716,Programming
132,,2019-01-28T09:32:53Z,,215115198,True,,2019-01-28T09:32:53Z,,19930508,Clean Air,10375717,Marketing
133,,2019-01-28T09:32:53Z,,215115197,True,,2019-01-28T09:32:53Z,,19930508,Clean Air,10375715,Graphic Design
134,,2019-01-28T09:32:53Z,,215115196,True,,2019-01-28T09:32:53Z,,19930508,Clean Air,10375719,Business Development
135,,2019-01-18T13:09:02Z,,214130447,True,,2019-01-18T13:09:02Z,,19829138,UQBB,10925236,General
136,,2019-01-18T13:09:02Z,,214130446,True,,2019-01-18T13:09:02Z,,19829138,UQBB,10375718,Project Management
137,,2019-01-18T13:09:02Z,,214130445,True,,2019-01-18T13:09:02Z,,19829138,UQBB,10375716,Programming
138,,2019-01-18T13:09:02Z,,214130444,True,,2019-01-18T13:09:02Z,,19829138,UQBB,10375717,Marketing
139,,2019-01-18T13:09:02Z,,214130443,True,,2019-01-18T13:09:02Z,,19829138,UQBB,10375715,Graphic Design
140,,2019-01-18T13:09:02Z,,214130442,True,,2019-01-18T13:09:02Z,,19829138,UQBB,10375719,Business Development
141,,2019-01-17T18:47:10Z,,214027216,True,,2019-01-17T18:47:10Z,,19819550,44 days,10375718,Project Management
142,,2019-01-17T18:47:10Z,,214027213,True,,2019-01-17T18:47:10Z,,19819550,44 days,10375716,Programming
143,,2019-01-17T18:47:10Z,,214027210,True,,2019-01-17T18:47:10Z,,19819550,44 days,10375717,Marketing
144,,2019-01-17T18:47:10Z,,214027206,True,,2019-01-17T18:47:10Z,,19819550,44 days,10375715,Graphic Design
145,,2019-01-17T18:47:10Z,,214027203,True,,2019-01-17T18:47:10Z,,19819550,44 days,10375719,Business Development
146,,2019-01-15T16:09:07Z,,213626171,True,,2019-01-15T16:09:07Z,,19786410,DS for Sustainable Development,10375718,Project Management
147,,2019-01-15T16:09:07Z,,213626170,True,,2019-01-15T16:09:07Z,,19786410,DS for Sustainable Development,10375716,Programming
148,,2019-01-14T09:57:56Z,,213380419,True,,2019-01-14T09:57:56Z,,18644291,AIDA,11186091,Literature Review
149,,2019-01-11T17:14:46Z,,213254303,True,,2019-01-11T17:14:46Z,,19471496,UQM^3,10925236,General
150,,2018-12-21T16:59:09Z,,211230953,True,,2018-12-21T16:59:09Z,,19557380,Knowledge Flows,11186091,Literature Review
151,,2018-12-21T16:59:09Z,,211230952,True,,2018-12-21T16:59:09Z,,19557380,Knowledge Flows,10375718,Project Management
152,,2018-12-21T16:59:09Z,,211230951,True,,2018-12-21T16:59:09Z,,19557380,Knowledge Flows,10375716,Programming
153,,2018-12-13T15:30:35Z,,210356579,True,,2018-12-13T15:30:35Z,,19471496,UQM^3,10375718,Project Management
154,,2018-12-13T15:30:35Z,,210356578,True,,2018-12-13T15:30:35Z,,19471496,UQM^3,10375716,Programming
155,,2018-12-13T15:30:35Z,,210356577,True,,2018-12-13T15:30:35Z,,19471496,UQM^3,10375717,Marketing
156,,2018-12-13T15:30:35Z,,210356576,True,,2018-12-13T15:30:35Z,,19471496,UQM^3,10375715,Graphic Design
157,,2018-12-13T15:30:35Z,,210356575,True,,2018-12-13T15:30:35Z,,19471496,UQM^3,10375719,Business Development
158,,2018-12-12T16:09:34Z,,210242725,True,,2018-12-12T16:09:34Z,,19459531,ALOGIT Python,10375718,Project Management
159,,2018-12-12T16:09:34Z,,210242724,True,,2018-12-12T16:09:34Z,,19459531,ALOGIT Python,10375716,Programming
160,,2018-12-10T16:36:59Z,,209927253,True,,2018-12-10T16:36:59Z,,18946167,Probabilistic FEM,10925236,General
161,,2018-12-10T15:00:06Z,,209909526,True,,2018-12-10T15:00:06Z,,18650675,Hut 23 team,11119890,Hartree workshop
162,,2018-12-05T10:35:11Z,,209408673,True,,2018-12-05T10:35:11Z,,19378642,Bayesian Performance Tuning,10375718,Project Management
163,,2018-12-05T10:35:11Z,,209408672,True,,2018-12-05T10:35:11Z,,19378642,Bayesian Performance Tuning,10375716,Programming
164,,2018-12-05T10:35:11Z,,209408671,True,,2018-12-05T10:35:11Z,,19378642,Bayesian Performance Tuning,10375717,Marketing
165,,2018-12-05T10:35:11Z,,209408670,True,,2018-12-05T10:35:11Z,,19378642,Bayesian Performance Tuning,10375715,Graphic Design
166,,2018-12-05T10:35:11Z,,209408669,True,,2018-12-05T10:35:11Z,,19378642,Bayesian Performance Tuning,10375719,Business Development
167,,2018-12-05T10:25:19Z,,209407788,True,,2018-12-05T10:25:19Z,,19378569,Data Science Benchmarking,10375718,Project Management
168,,2018-12-05T10:25:19Z,,209407787,True,,2018-12-05T10:25:19Z,,19378569,Data Science Benchmarking,10375716,Programming
169,,2018-12-05T10:25:19Z,,209407786,True,,2018-12-05T10:25:19Z,,19378569,Data Science Benchmarking,10375717,Marketing
170,,2018-12-05T10:25:19Z,,209407785,True,,2018-12-05T10:25:19Z,,19378569,Data Science Benchmarking,10375715,Graphic Design
171,,2018-12-05T10:25:19Z,,209407784,True,,2018-12-05T10:25:19Z,,19378569,Data Science Benchmarking,10375719,Business Development
172,,2018-11-28T18:45:58Z,,208575590,True,,2018-11-28T18:45:58Z,,19297699,Parallel Monte Carlo,11020422,Project work
173,,2018-11-28T18:45:58Z,,208575589,True,,2018-11-28T18:45:58Z,,19297699,Parallel Monte Carlo,10375718,Project Management
174,,2018-11-27T18:34:28Z,,208412136,True,,2018-11-27T18:34:28Z,,19279774,Fitbit classification,11020422,Project work
175,,2018-11-27T18:34:28Z,,208412135,True,,2018-11-27T18:34:28Z,,19279774,Fitbit classification,10375718,Project Management
176,,2018-11-26T11:27:58Z,,208190697,True,,2018-11-26T11:27:58Z,,19257743,The Turing Way,10925236,General
177,,2018-11-26T11:24:27Z,,208190084,True,,2018-11-26T11:24:27Z,,19257743,The Turing Way,11008294,Content generation
178,,2018-11-26T11:24:27Z,,208190082,True,,2018-11-26T11:24:27Z,,19257743,The Turing Way,11008293,BinderHub
179,,2018-11-26T11:24:27Z,,208190081,True,,2018-11-26T11:24:27Z,,19257743,The Turing Way,11008292,Champions: Terry
180,,2018-11-26T11:24:27Z,,208190079,True,,2018-11-26T11:24:27Z,,19257743,The Turing Way,11008291,Champions: Theo
181,,2018-11-26T11:24:27Z,,208190078,True,,2018-11-26T11:24:27Z,,19257743,The Turing Way,11008290,Champions: Elena
182,,2018-11-21T19:16:18Z,,207910781,True,,2018-11-21T19:16:18Z,,18650700,Compute / Platform support,10911795,Writing
183,,2018-11-21T07:55:40Z,,207836209,True,,2018-11-21T07:55:40Z,,18946219,AIDA-Lloyds,10911795,Writing
184,,2018-11-21T07:55:40Z,,207836208,True,,2018-11-21T07:55:40Z,,18946219,AIDA-Lloyds,10925236,General
185,,2018-11-15T14:41:12Z,,207311985,True,,2018-11-15T14:41:12Z,,19174247,esig_builder,10375718,Project Management
186,,2018-11-15T14:41:12Z,,207311984,True,,2018-11-15T14:41:12Z,,19174247,esig_builder,10375716,Programming
187,,2018-11-15T10:56:36Z,,207291473,True,,2018-11-15T10:56:36Z,,19171979,LearnR Tutorial,10375718,Project Management
188,,2018-11-15T10:56:36Z,,207291472,True,,2018-11-15T10:56:36Z,,19171979,LearnR Tutorial,10375716,Programming
189,,2018-11-15T10:56:36Z,,207291471,True,,2018-11-15T10:56:36Z,,19171979,LearnR Tutorial,10375717,Marketing
190,,2018-11-15T10:56:36Z,,207291470,True,,2018-11-15T10:56:36Z,,19171979,LearnR Tutorial,10375715,Graphic Design
191,,2018-11-15T10:56:36Z,,207291469,True,,2018-11-15T10:56:36Z,,19171979,LearnR Tutorial,10375719,Business Development
192,,2018-11-14T10:52:15Z,,207165934,True,,2018-11-14T10:52:15Z,,18650675,Hut 23 team,10949942,Recruiting (including CV screening and interviewing)
193,,2018-11-13T18:56:32Z,,207096783,True,,2018-11-13T18:56:32Z,,18650675,Hut 23 team,10946217,New starter on-boarding
194,,2018-11-13T10:40:52Z,,207017045,True,,2018-11-13T10:40:52Z,,19058649,Nocell,10925236,General
195,,2018-11-12T11:08:24Z,,206879388,True,,2018-11-12T11:08:24Z,,18650700,Compute / Platform support,10375716,Programming
196,,2018-11-09T16:40:43Z,,206747815,True,,2018-11-09T16:40:43Z,,19119330,Time off in lieu (TOIL),10925236,General
197,,2018-11-09T16:39:58Z,,206747734,True,,2018-11-09T16:39:58Z,,19119316,Giving training and talks,10925236,General
198,,2018-11-09T16:39:14Z,,206747652,True,,2018-11-09T16:39:14Z,,19119306,DSG support,10925236,General
199,,2018-11-09T16:38:26Z,,206747539,True,,2018-11-09T16:38:26Z,,19119295,Ad hoc support,10925236,General
200,,2018-11-09T16:37:50Z,,206747389,True,,2018-11-09T16:37:50Z,,19119287,Programme support,10925228,Artifical intelligence
201,,2018-11-09T16:37:50Z,,206747387,True,,2018-11-09T16:37:50Z,,19119287,Programme support,10925227,Finance and economics
202,,2018-11-09T16:37:50Z,,206747385,True,,2018-11-09T16:37:50Z,,19119287,Programme support,10925226,Defence and security
203,,2018-11-09T16:37:50Z,,206747383,True,,2018-11-09T16:37:50Z,,19119287,Programme support,10925225,Public policy
204,,2018-11-09T16:37:50Z,,206747380,True,,2018-11-09T16:37:50Z,,19119287,Programme support,10925224,Health
205,,2018-11-09T16:37:50Z,,206747377,True,,2018-11-09T16:37:50Z,,19119287,Programme support,10925223,"Tools, Practices, and Systems"
206,,2018-11-09T16:37:50Z,,206747375,True,,2018-11-09T16:37:50Z,,19119287,Programme support,10925222,Data science for science and the humanities
207,,2018-11-09T16:37:49Z,,206747369,True,,2018-11-09T16:37:49Z,,19119287,Programme support,10925221,Data science at scale
208,,2018-11-09T16:37:49Z,,206747366,True,,2018-11-09T16:37:49Z,,19119287,Programme support,10925220,Urban analytics
209,,2018-11-09T16:37:49Z,,206747363,True,,2018-11-09T16:37:49Z,,19119287,Programme support,10925219,Data-centric engineering
210,,2018-11-09T16:32:07Z,,206741275,True,,2018-11-09T16:32:07Z,,19119208,"Programme Management: Tools, Practices, and Systems",10375718,Project Management
211,,2018-11-09T16:32:07Z,,206741274,True,,2018-11-09T16:32:07Z,,19119208,"Programme Management: Tools, Practices, and Systems",10375719,Business Development
212,,2018-11-09T16:02:11Z,,206732180,True,,2018-11-09T16:02:11Z,,18650735,Professional development,10607840,Attend conference
213,,2018-11-09T16:00:30Z,,206731976,True,,2018-11-09T16:00:30Z,,19118768,Team management,10375718,Project Management
